agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
USGS	07374000	290	2023-01-04 09:49:55	CST	Yes	LBS/EGL/JAR	USGS	14.41	380000	Good			Clear	NONE	1	3 of 18 for 2023	MBOT	QADCP	VADCP	380000	3050	122000	3.10	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	291	2023-01-24 13:05:15	CST	Yes	LBS/JAB/GAE/	USGS	19.32	474000	Good			Clear	NONE	1	4th of 18 for 2023	MBOT	QADCP	VADCP	474000	3120	137000	3.47	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	292	2023-02-13 09:27:41	CST	Yes	LBS/EGL/JAR	USGS	26.74	691000	Fair			Clear	NONE	1	5 of 18 for 2023	MBOT	QADCP	VADCP	691000	3170	160000	4.32	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	293	2023-02-27 10:04:44	CST	Yes	LBS/EGL/MDH	USGS	27.61	693000	Poor			Clear	NONE	1	6 of 18	MBOT	QADCP	VADCP	693000	3220	163000	4.25	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	294	2023-03-20 10:34:09	CDT	Yes	LBS/EGL/JAB	USGS	35.31	966000	Poor				NONE	1	5th of 18	MBOT	QADCP	VADCP	966000	3520	193000	5.00	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	295	2023-04-07 08:48:04	CDT	Yes	LBS/EGL/JAB	USGS	33.26	867000	Good	0.06	1.00	Clear	NONE	1	6 of 18 for 2023	MBOT	QADCP	VADCP	867000	3270	181000	4.80	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	222.00
USGS	07374000	296	2023-04-17 09:15:07	CDT	Yes	LBS/EGL/JAB	USGS	34.19	900000	Good			Clear	NONE	1	7 of 18 for 2023	MBOT	QADCP	VADCP	900000	3290	186000	4.84	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	297	2023-04-27 11:05:06	CDT	Yes	TAG	USGS	26.41	613000	Good	-0.05	0.42	Clear	NONE	1	Mississippi River @ Baton Rouge	MBOT	QADCP	VADCP	613000	3190	163000	3.76	FIRM	SAND	UNEV	PULS	UNEV	UNKN	UPST	200.00
USGS	07374000	298	2023-05-05 11:54:09	CDT	Yes	lbs/egl/jab	USGS	21.79	525000	Good			Clear	NONE	1	8 of 18	MBOT	QADCP	VADCP	525000	3130	145000	3.63	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	299	2023-05-17 09:30:02	CDT	Yes	lbs/egl/jab	USGS	24.64	587000	Good	0.00	0.15	Clear	NONE	1	9 of 18	MBOT	QADCP	VADCP	587000	3160	154000	3.82	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	300	2023-06-05 09:02:01	CDT	Yes	lbs/egl/jab	USGS	15.66	400000	Good	0.04	1.00	Clear	NONE	1	10 of 18	MBOT	QADCP	VADCP	400000	3060	127000	3.15	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	301	2023-06-20 09:46:01	CDT	Yes	lbs/egl/jab	USGS	8.79	272000	Poor			Clear	NONE	1	Main	MBOT	QADCP	VADCP	272000	3010	105000	2.59	SOFT	silt	UNEV	STDY	UNEV	STND	UNSP	
USGS	07374000	302	2023-07-05 10:15:00	CDT	Yes	lbs/egl/mdh	USGS	6.49	223000	Good			Clear	NONE	1	12 of 18 for 2023	MBOT	QADCP	VADCP	223000	2970	100000	2.22	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	DNST	222.00
USGS	07374000	303	2023-07-17 09:42:08	CDT	Yes	lbs/egl/jab	USGS	10.22	302000	Good			Clear	NONE	1	13 of 18	MBOT	QADCP	VADCP	302000	3010	111000	2.72	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	304	2023-08-25 12:07:03	CDT	Yes	lbs/jab/egl	USGS	10.88	306000	Good			Clear	NONE	1	14 of 18 for 2023	MBOT	QADCP	VADCP	306000	3020	112000	2.73	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	305	2023-10-16 13:13:03	CDT	Yes	lbs/egl/diz	USGS	4.38	145000	Good			Clear	NONE	1	1 of 18 for 2024wy	MBOT	QADCP	VADCP	145000	2970	92400	1.56	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	306	2023-11-06 13:14:17	CST	Yes	egl/mdh/lbs	USGS	5.44	172000	Good			Clear	NONE	1	2nd of 2023wy	MBOT	QADCP	VADCP	172000	2980	96500	1.78	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	307	2023-12-08 11:43:17	CST	Yes	mdh/egl/lbs	USGS	5.85	197000	Good			Clear	NONE	1	3rd of 18 for 2024	MBOT	QADCP	VADCP	197000	3000	96300	2.04	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	308	2024-01-24 11:15:52	CST	Yes	lbs/mdh/egl	USGS	20.12	521000	Good			Clear	NONE	1	4 of 18 for 2024wy	MBOT	QADCP	VADCP	521000	3120	140000	3.71	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	309	2024-02-21 09:56:35	CST	Yes	DIZ/EGL/LBS	USGS	27.08	695000	Good			Clear	NONE	1	5th for 2024	MBOT	QADCP	VADCP	695000	3200	161000	4.32	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	310	2024-03-04 10:04:03	CST	Yes	LBS/EGL/DIZ	USGS	20.59	505000	Good			Clear	NONE	1	6th for 2024wy	MBOT	QADCP	VADCP	505000	3120	139000	3.62	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	311	2024-03-19 10:01:06	CDT	Yes	LBS/JGS/EGL	USGS	22.55	564000	Good			Clear	NONE	1	7th of 2024wy	MBOT	QADCP	VADCP	564000	3140	146000	3.87	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	312	2024-04-01 10:49:08	CDT	Yes	LBS/EGL/DIZ	USGS	24.03	577000	Good			Clear	NONE	1	8th of 2024wy	MBOT	QADCP	VADCP	577000	3160	149000	3.86	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	313	2024-04-15 10:05:02	CDT	Yes	DIZ/EGL/LBS	USGS	27.34	685000	Good			Clear	NONE	1	8th of 2024wy	MBOT	QADCP	VADCP	685000	3210	161000	4.26	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	314	2024-05-13 10:02:02	CDT	Yes	LBS/EGL	USGS	30.43	742000	Good			Clear	NONE	1	10th of 2024wy	MBOT	QADCP	VADCP	742000	3250	167000	4.45	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	315	2024-06-17 10:22:02	CDT	Yes	MDH/DIZ/LBS	USGS	31.17	757000	Good			Clear	NONE	1	11th of 2024wy	MBOT	QADCP	VADCP	757000	3250	172000	4.42	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	316	2024-07-01 09:54:01	CDT	Yes	LBS/EGL/DIZ	USGS	15.38	401000	Good				NONE	1	12th of 24wy	MBOT	QADCP	VADCP	401000	3050	120000	3.35	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	317	2024-07-15 09:42:02	CDT	Yes	LBS/EGL/DMH	USGS	19.55	500000	Good			Clear	NONE	1	13th of 24wy	MBOT	QADCP	VADCP	500000	2930	138000	3.62	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	318	2024-07-29 09:53:06	CDT	Yes	LBS/DIZ/EGL	USGS	20.74	512000	Good			Clear	NONE	1	14th of 2024wy	MBOT	QADCP	VADCP	512000	2950	144000	3.57	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	319	2024-08-12 10:07:02	CDT	Yes	LBS/DIZ/EGL	USGS	13.07	356000	Good			Clear	NONE	1	15th of wy24	MBOT	QADCP	VADCP	356000	3060	115000	3.08	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	321	2024-09-23 12:53:02	CDT	Yes	LBS/EGL/TMZ	USGS	6.28	198000	Good			Clear	NONE	1	17th of wy24	MBOT	QADCP	VADCP	198000	3010	95400	2.07	UNSP	UNSP	UNSP	UNSP	UNSP	UNSP	UPST	222.00
USGS	07374000	322	2025-01-10 10:32:44	CST	Yes	LBS/DMH/AMS	USGS	23.07	519000	Fair			Clear	NONE	1	Main	MBOT	QADCP	VADCP	519000	3190	146000	3.56	UNSP	UNSP	UNSP	UNSP	EVEN	UNSP	DNST	300.00
